# VERSION=1.0
# NAME=Expression values for normal Liver
# DESCRIPTION= data from the Human Protein Atlas - "RNA consensus tissue gene data". Data used was the nTPM counts. Only liver annotated genes were used. Data was normalized to range from 0 to 1. Threshold defined in the nTPM when = or > than 1000 was defined as 1 (Dark Blue). This reduce the sensitivity to vizualize the extremely high expressed, but increase the sensitivity to the middle expressed (more than ~90% of the data). 16116 genes included. 22/06/2022.
# CONTACT= ONTOX UL team. lc.ladeira@uliege.be
# REFERENCE= Karlsson, Max, Cheng Zhang, Loren Méar, Wen Zhong, Andreas Digre, Borbala Katona, Evelina Sjöstedt, et al. 2021. “A Single–Cell Type Transcriptomics Map of Human Tissues.” Science Advances 7 (31): 1–10. https://doi.org/10.1126/sciadv.abh2169.
name	value	
ATP5F1A	0.351710461080814
NDUFS5	0.34853743182945
GCHFR	0.347149231531979
CALM2	0.346752602875558
COX5A	0.346653445711453
BGN	0.344967773921666
PABPC1	0.344769459593456
CFHR3	0.344075359444721
SERPINA10	0.343976202280615
CFI	0.343381259295985
TFR2	0.343182944967775
NUPR1	0.342488844819039
COX6B1	0.342389687654934
SEPHS2	0.341398116013883
RPL4	0.340109072880516
ATP5IF1	0.339712444224096
SERPINA6	0.337630143777889
ELOB	0.337233515121468
HINT1	0.336341100644522
CYP8B1	0.33435795736242
DDIT4	0.334258800198315
C4A	0.333961328706
NDUFB7	0.332870599900843
PARK7	0.332870599900843
HLA-E	0.329995042141795
TOMM7	0.326127912741696
COX6C	0.325731284085276
EIF4A1	0.325532969757065
HSPA5	0.32503718393654
IGHA1	0.324938026772435
PRDX3	0.323748140803174
FN1	0.322954883490333
NDUFB9	0.322260783341597
ARF1	0.321963311849282
RBP5	0.321467526028756
DHRS3	0.320971740208231
CAT	0.320872583044125
HMGCL	0.319781854238969
PGRMC1	0.319186911254339
SERPIND1	0.318294496777393
SKP1	0.317600396628657
GJB1	0.317402082300447
CYP2D6	0.317302925136342
PCBP2	0.316410510659396
GUK1	0.315418939018345
NAMPT	0.315220624690134
BHMT2	0.314427367377294
CHCHD2	0.314030738720873
MYL12B	0.312940009915717
APMAP	0.311353495290035
H3-3A	0.310956866633615
UGT1A1	0.309766980664354
PXMP2	0.309370352007933
GSTA2	0.309271194843828
MSMO1	0.309072880515618
CIDEB	0.308180466038672
PRDX2	0.307585523054041
RPL36AL	0.30659395141299
FOS	0.30619732275657
AKR1C4	0.305899851264255
SLC25A5	0.305602379771939
SDC4	0.305602379771939
COX7A2	0.305007436787309
FURIN	0.303024293505206
CNBP	0.302231036192366
PCBP1	0.30173525037184
TAGLN	0.300247892910263
CYP2B6	0.300049578582053
STOM	0.298859692612792
MLF2	0.296182449181954
HNRNPC	0.293901834407536
AKR1A1	0.293604362915221
NPM1	0.293009419930591
POR	0.292910262766485
FIS1	0.29241447694596
SERPINE1	0.290431333663858
COMT	0.289836390679227
GNMT	0.289043133366386
C6	0.286564204263759
NDUFC2	0.284382746653446
G6PC	0.284283589489341
RNASE4	0.283688646504711
ISOC2	0.281903817550819
S100A9	0.281606346058503
IGFBP7	0.280813088745662
LCAT	0.280614774417452
GPX1	0.279226574119981
NDUFB2	0.27882994546356
APOF	0.278730788299455
PRDX5	0.277937530986614
RNASEK	0.277838373822509
CYB5R3	0.277045116509668
SLC38A3	0.276945959345563
JUNB	0.276648487853248
ALDH1L1	0.275458601883987
LGALS1	0.275061973227566
MGAT4B	0.274764501735251
TMEM205	0.274566187407041
YBX1	0.274467030242936
SDHA	0.274467030242936
PIPOX	0.27436787307883
TXN	0.273872087258305
CYP3A5	0.2737729300942
GLYCTK	0.272781358453149
IDH2	0.272384729796728
UGT2B7	0.272285572632623
CAPNS1	0.271194843827467
TMA7	0.270897372335152
MYL12A	0.270104115022311
DECR1	0.270004957858206
POLD4	0.26970748636589
SERPINA11	0.26970748636589
RASD1	0.269013386217155
HIGD1A	0.268815071888944
OST4	0.268715914724839
ANPEP	0.267922657411999
PSMB4	0.267228557263263
SLC9A3R1	0.266931085770947
PRDX6	0.266336142786317
PNRC1	0.266137828458107
SLPI	0.265741199801686
EIF1	0.265642042637581
PRDX4	0.265245413981161
PEMT	0.265146256817056
PSMB1	0.26445215666832
MPC2	0.264352999504215
BLVRB	0.263956370847794
NUCB1	0.262270699058007
AKR1C3	0.262270699058007
MPC1	0.260783341596431
NDUFB8	0.25979176995538
TRIR	0.25959345562717
SELENBP1	0.259494298463064
HSD17B10	0.259097669806644
CNDP2	0.258899355478434
ATOX1	0.258701041150224
ZFP36L1	0.257907783837383
MYDGF	0.257312840852752
HAO1	0.256519583539911
BDH1	0.255428854734755
APOA4	0.255032226078335
SERPINA5	0.25493306891423
RPL37	0.253049082796232
TAGLN2	0.252255825483392
MTHFS	0.251264253842341
IGLC2	0.251165096678235
SRRM2	0.250371839365395
HNRNPA1	0.248686167575608
SULT1A1	0.246802181457611
IL1RN	0.24640555280119
DEFB1	0.246306395637085
NDUFA3	0.246108081308875
DGAT2	0.24561229548835
CRYL1	0.24561229548835
PHYH	0.245413981160139
RPS28	0.245413981160139
ACADS	0.243430837878037
CDO1	0.243331680713932
HABP2	0.242240951908776
TGM2	0.242042637580566
SDHB	0.24134853743183
LIME1	0.240753594447199
PDIA4	0.239662865642043
CFHR2	0.238572136836887
HAAO	0.238472979672782
GATD3B	0.237878036688151
TLE5	0.237580565195836
UGT1A4	0.23708477937531
DYNLL1	0.236390679226575
ATP6V0E1	0.235002478929103
TUBB	0.234605850272683
HADHB	0.233911750123947
TBCA	0.233812592959842
CYP4F3	0.233812592959842
SCARB1	0.233713435795737
ECI1	0.233713435795737
SERINC2	0.233515121467527
PLGLB1	0.232920178482896
SLC38A4	0.232721864154686
ORMDL3	0.232523549826476
MSRB1	0.23222607833416
FKBP8	0.231730292513635
TTC38	0.23163113534953
PHB2	0.231432821021319
SERPINA4	0.231234506693109
SSR2	0.231135349529004
FAH	0.231036192364899
TOMM6	0.229251363411007
DNAJB1	0.228358948934061
TMEM59	0.227962320277641
EPHX2	0.22776400594943
SRP14	0.22756569162122
TMED9	0.22756569162122
CEBPB	0.226772434308379
ABAT	0.226474962816064
FUOM	0.226375805651959
PSME2	0.226177491323749
BST2	0.225880019831433
CD99	0.225780862667328
HTRA1	0.224491819533962
KRTCAP2	0.224194348041647
RER1	0.22290530490828
NOP53	0.222806147744175
ITM2B	0.222806147744175
ANGPTL3	0.222012890431334
SURF4	0.221913733267229
HMGB1	0.221517104610809
SDHD	0.221120475954388
GPI	0.220723847297968
HNRNPK	0.220525532969758
GOT2	0.220228061477442
SEC61G	0.219633118492812
MRFAP1	0.218939018344076
ARHGDIA	0.218839861179971
TUBA1B	0.218740704015866
SEM1	0.21844323252355
FDPS	0.21804660386713
PSME1	0.21784828953892
BLOC1S1	0.217451660882499
RRBP1	0.217154189390184
CUTA	0.215964303420923
VEGFA	0.215468517600397
HGFAC	0.215270203272187
ALDOA	0.215270203272187
PDIA6	0.214774417451661
PSMB7	0.214476945959346
UPB1	0.214179474467031
AURKAIP1	0.213981160138821
PON3	0.21378284581061
MDH2	0.213683688646505
ATP5PO	0.213683688646505
IDH1	0.212890431333664
ANXA6	0.212592959841349
PSMA7	0.212196331184929
HDGF	0.212097174020823
UGT2B10	0.210411502231037
JUND	0.210014873574616
ATP5MC1	0.209816559246406
TSKU	0.209519087754091
ALAS1	0.209419930589986
HAGH	0.209419930589986
SLIRP	0.209419930589986
TCIM	0.208230044620724
S100A16	0.208130887456619
MCL1	0.207535944471989
RAN	0.206445215666832
LMAN2	0.206048587010412
CEBPD	0.206048587010412
GABARAPL1	0.205651958353992
ARL6IP4	0.205651958353992
JTB	0.205354486861676
ATP6V0C	0.205354486861676
CYP4A22	0.205156172533466
RPS27L	0.205156172533466
NDUFB10	0.20466038671294
ROMO1	0.20446207238473
DAD1	0.204164600892415
C12orf57	0.203767972235994
RTN4	0.203668815071889
JUN	0.203470500743679
MORF4L2	0.203173029251364
GHITM	0.203173029251364
TM4SF5	0.202875557759049
C5	0.202677243430838
MGST2	0.202478929102628
F11	0.202280614774418
CITED2	0.201685671789787
ETS2	0.201388200297472
PLIN5	0.200297471492316
HYOU1	0.200198314328211
HYAL1	0.199900842835895
CCN1	0.198810114030739
PLA2G2A	0.198512642538424
HMGN2	0.198215171046109
MZT2B	0.197818542389688
RABAC1	0.197223599405057
KDELR2	0.197025285076847
HAL	0.196529499256322
SLC25A1	0.196033713435796
FKBP2	0.195637084779376
AADAC	0.195438770451166
EIF4H	0.19533961328706
DPYS	0.194843827466535
ADH6	0.194843827466535
CIB1	0.194050570153694
GSTZ1	0.193852255825484
MRPL34	0.193356470004958
RAB1A	0.193257312840853
PABPN1	0.193158155676748
TMEM219	0.193058998512643
CEBPA	0.193058998512643
ACY1	0.192761527020328
COPE	0.192662369856223
APLP2	0.192563212692117
HSPA9	0.192563212692117
UBE2D3	0.191670798215172
ERGIC1	0.191571641051066
CANX	0.191571641051066
LENG8	0.191571641051066
ATP5F1C	0.191472483886961
IGF2	0.191472483886961
HERPUD1	0.191373326722856
PRR13	0.191175012394646
QDPR	0.191075855230541
GPRC5C	0.191075855230541
CIRBP	0.19008428358949
PNKD	0.18988596926128
FASN	0.189786812097174
SF3B5	0.189489340604859
SDHC	0.189191869112544
ETNK2	0.189191869112544
GOLT1A	0.189092711948439
APRT	0.188795240456123
SLC2A2	0.188696083292018
LAPTM4A	0.188398611799703
EI24	0.188299454635598
PSMA2	0.187902825979177
STEAP3	0.187902825979177
DUSP23	0.187704511650967
WDR83OS	0.187605354486862
EIF3K	0.187407040158652
POLDIP2	0.186812097174021
CARHSP1	0.186613782845811
BHLHE40	0.186316311353496
SIGMAR1	0.18601883986118
AHCY	0.18582052553297
PSMB3	0.185721368368865
SARAF	0.18562221120476
CPN2	0.185523054040655
NDUFV1	0.18542389687655
NIPSNAP1	0.185225582548339
TMEM123	0.184928111056024
BSG	0.184432325235499
NFKBIA	0.184333168071393
SRP9	0.184234010907288
GNB2	0.184234010907288
CD59	0.184134853743183
TMED2	0.184134853743183
RGN	0.184134853743183
ANAPC11	0.184134853743183
VDAC1	0.183936539414973
SLC66A2	0.183837382250868
USF2	0.183639067922658
MRPL12	0.183341596430342
NDUFA13	0.183044124938027
WBP2	0.182845810609817
RNF167	0.182647496281607
LAMP1	0.182250867625186
HDLBP	0.182151710461081
ANGPTL4	0.182151710461081
QPRT	0.181953396132871
ECI2	0.181854238968766
SLC25A10	0.181755081804661
NDUFB4	0.18096182449182
PGAM1	0.18096182449182
PRELID1	0.18076351016361
SHMT2	0.18076351016361
ATP5MPL	0.180366881507189
PGM1	0.179871095686664
HNRNPDL	0.179672781358453
ARPC3	0.179474467030243
CYC1	0.178879524045612
HAO2	0.178383738225087
GPT	0.178086266732772
FH	0.177987109568667
ZNHIT1	0.177887952404561
BRI3	0.177887952404561
H1-0	0.177788795240456
C11orf96	0.177689638076351
SNX3	0.176797223599405
CIAO2A	0.176797223599405
CCDC152	0.17649975210709
TSC22D3	0.175904809122459
TNFRSF1A	0.175012394645513
DCN	0.174714923153198
NEDD8	0.174219137332672
NDUFA1	0.173822508676252
NME4	0.173723351512147
C1orf43	0.173624194348042
PPIF	0.173425880019831
CBS	0.173425880019831
S100A8	0.173326722855726
ACSM5	0.173326722855726
CBR1	0.173029251363411
ANXA2	0.172930094199306
ECHDC2	0.172830937035201
DUS1L	0.172830937035201
ADH5	0.172731779871096
HMGCS1	0.17243430837878
TMEM256	0.17243430837878
VAMP8	0.17223599405057
PRODH2	0.172136836886465
GLDC	0.17203767972236
CDKN1A	0.171938522558255
NOP10	0.171938522558255
AFMID	0.171740208230045
SUCLG2	0.171541893901834
AQP9	0.171442736737729
SPCS1	0.171343579573624
OAZ1	0.171244422409519
MRPS24	0.171145265245414
EIF6	0.170946950917204
SELENOH	0.169757064947943
SLC39A5	0.169657907783837
SAP18	0.169657907783837
TMBIM1	0.169360436291522
PPP2R1B	0.169261279127417
PSMD4	0.169062964799207
SDF2L1	0.168567178978681
UQCR10	0.168567178978681
GCGR	0.168170550322261
RNF181	0.168071393158156
HINT2	0.16777392166584
IFITM1	0.16777392166584
RHOA	0.167674764501735
PXDC1	0.167278135845315
PTGES3	0.16717897868121
TOB1	0.16717897868121
OSTC	0.16717897868121
SF3B1	0.167079821517105
HADH	0.166980664353
ATP6V0B	0.166881507188895
GRAMD4	0.166782350024789
ERP29	0.165096678235003
GLYATL1	0.164501735250372
NDUFAB1	0.164402578086267
TTC36	0.164402578086267
PCYT2	0.164303420922162
NCL	0.164204263758057
MORF4L1	0.164105106593952
GNG5	0.164005949429846
DECR2	0.163708477937531
TRMT112	0.163311849281111
CYP1A2	0.163014377788795
PON2	0.16291522062469
LAMTOR2	0.16291522062469
PPP1R3C	0.162816063460585
SRPRA	0.162617749132375
CSNK2B	0.16232027764006
AK2	0.162221120475955
PBLD	0.162022806147744
ARF4	0.162022806147744
HIGD2A	0.161923648983639
ERGIC3	0.161824491819534
SDC2	0.161725334655429
VPS28	0.161328705999009
TMEM259	0.161229548834903
NR1I3	0.160832920178483
MFSD2A	0.160634605850273
BCL3	0.160436291522063
ACTA2	0.160436291522063
DAP	0.160436291522063
CTSL	0.160436291522063
ECHDC3	0.160237977193852
CHMP2A	0.159940505701537
DHCR7	0.159742191373327
SDF4	0.159345562716906
ALDH8A1	0.159345562716906
TCEA3	0.159345562716906
SRSF5	0.159246405552801
TMEM258	0.159246405552801
EIF3F	0.158948934060486
F7	0.158849776896381
EHHADH	0.158750619732276
BCAP31	0.158750619732276
F10	0.158651462568171
PRKCSH	0.158552305404066
MAOB	0.15845314823996
KHK	0.157957362419435
COA3	0.157560733763015
EIF4G2	0.157362419434804
HSD17B13	0.157362419434804
MRPL51	0.157164105106594
RPS19BP1	0.157164105106594
HJV	0.156866633614279
EIF3E	0.156470004957858
MRPL41	0.156470004957858
SERP1	0.156370847793753
S100A10	0.156370847793753
ZFAND5	0.156271690629648
HADHA	0.155379276152702
RPN1	0.154387704511651
SIVA1	0.154387704511651
ABHD14B	0.154288547347546
CRYZ	0.153891918691126
IGLC3	0.153891918691126
OS9	0.153792761527021
AKR7A3	0.153296975706495
UQCRH	0.15319781854239
PTPA	0.152900347050075
MRPL52	0.152900347050075
ID1	0.152801189885969
CES2	0.152503718393654
SLC27A2	0.152305404065444
FAM162A	0.152206246901339
NAPA	0.151908775409023
ALKBH7	0.151611303916708
CIAO2B	0.151611303916708
DDX17	0.151512146752603
MRPL20	0.151412989588498
DGCR6L	0.151313832424393
AIG1	0.150917203767972
UQCRB	0.150917203767972
PSMA4	0.150818046603867
NDUFS8	0.150718889439762
TAF10	0.150322260783342
SPP2	0.150024789291027
CRAT	0.149925632126921
ASPG	0.149826474962816
APP	0.149529003470501
SEC11C	0.149429846306396
SLC2A4RG	0.149330689142291
IFI27	0.149132374814081
LAMTOR5	0.14893406048587
SNRPD2	0.148636588993555
TXN2	0.148239960337135
YIF1A	0.148239960337135
COPG1	0.148239960337135
AP2S1	0.147645017352504
SLC10A1	0.147645017352504
METTL7B	0.147347545860189
INHBE	0.147149231531978
PC	0.146752602875558
PROS1	0.146455131383243
OSGIN1	0.146157659890927
MGAT1	0.145661874070402
SLC43A3	0.145661874070402
CLTA	0.145562716906297
CXCL12	0.145364402578086
MTARC2	0.145066931085771
ACADSB	0.14447198810114
OCIAD1	0.144372830937035
DPM3	0.14427367377293
CD151	0.14407535944472
RPN2	0.14387704511651
NDUFA2	0.14387704511651
TUFM	0.14387704511651
LSR	0.143579573624194
RHOC	0.143480416460089
HNRNPA3	0.143083787803669
IVD	0.142984630639564
ETFA	0.142488844819038
GLRX	0.142389687654933
ZSWIM8	0.142389687654933
RPS4Y1	0.142191373326723
COLEC11	0.141893901834408
STAT3	0.141893901834408
PSMD8	0.141794744670303
SLC25A39	0.141596430342092
TIMM13	0.141596430342092
CD164	0.141596430342092
NR0B2	0.141199801685672
CREG1	0.141100644521567
PSMA6	0.141001487357462
FCN3	0.140803173029251
SLC38A2	0.140704015865146
C1RL	0.140704015865146
ITGB1	0.140704015865146
SEC31A	0.140307387208726
SC5D	0.1398116013882
MTHFD1	0.13901834407536
TUBB4B	0.138919186911254
MRPL23	0.138919186911254
SLC37A4	0.138720872583044
RAB7A	0.138324243926624
PPP1R14B	0.138324243926624
SORD	0.138026772434308
LAMTOR4	0.137927615270203
ARF5	0.137828458106098
TM4SF4	0.137729300941993
TXNIP	0.137729300941993
YWHAE	0.137530986613783
ALDH6A1	0.136936043629152
PPP1R1A	0.136936043629152
HSD17B2	0.136539414972732
VIM	0.136341100644522
PREB	0.136043629152206
DDOST	0.136043629152206
EPN1	0.135944471988101
HNRNPH1	0.135944471988101
PDLIM1	0.135746157659891
ARL6IP1	0.135746157659891
DNPH1	0.135647000495786
PSMB6	0.135647000495786
EIF5	0.135547843331681
AP2M1	0.135547843331681
HSD3B7	0.135349529003471
SLC25A25	0.135349529003471
PPA1	0.135349529003471
GCKR	0.135250371839366
UQCR11	0.135250371839366
NADK2	0.13515121467526
TALDO1	0.135052057511155
DHRS4L2	0.135052057511155
HM13	0.13495290034705
LTBR	0.134655428854735
IFI6	0.134457114526525
CMBL	0.134457114526525
LDHD	0.13435795736242
SERPINA7	0.134060485870104
CNIH1	0.133961328705999
UXT	0.133961328705999
SMCO4	0.133961328705999
CLUH	0.133862171541894
PPDPF	0.133763014377789
SEC61A1	0.133663857213684
APOL1	0.133663857213684
TMEM141	0.133564700049579
RCL1	0.133267228557263
EIF3G	0.133168071393158
ABCC6	0.133068914229053
ANXA5	0.133068914229053
DNAJA1	0.132969757064948
NADK	0.132870599900843
CLPTM1L	0.132771442736738
TECR	0.132771442736738
RAB11B	0.132672285572633
NDUFB11	0.132573128408528
SLC7A2	0.132176499752107
VWA1	0.132176499752107
TXNDC5	0.132176499752107
